customer_id,age,gender,geography,income,credit_score,balance,num_products,tenure_years,is_active_member,estimated_salary,card_type,num_complaints,digital_banking_usage,transaction_frequency,loan_repayment_status,churned
1323,43.0,Male,New York,151154.9153236704,637,114408.56482369809,2,10,0,151154.9153236704,Gold,0,1,21,1,0
1324,52.0,Female,London,82017.04728221853,814,101471.25257122223,1,3,1,82017.04728221853,Silver,0,1,46,1,0
1325,45.0,Male,New York,154259.550197718,621,39832.18057020228,1,6,1,154259.550197718,Silver,1,1,72,1,1
1326,15.0,Male,Madrid,81466.78320627821,495,47226.79899453691,1,6,0,81466.78320627821,Gold,0,1,39,1,1
1327,30.0,Female,New York,37487.69454916057,731,62584.3010916871,1,9,0,37487.69454916057,Silver,0,1,46,1,0
1328,42.0,Male,Madrid,34975.80827258986,730,90192.67846236321,2,10,1,34975.80827258986,Silver,0,1,82,1,0
1329,26.0,Female,London,105781.92077894481,491,97934.446844608,2,7,0,105781.92077894481,Platinum,2,1,37,1,1
1330,53.0,Male,London,197050.0431577503,593,92001.44871325597,2,2,0,197050.0431577503,Silver,0,1,27,1,0
1331,67.0,Male,New York,115743.9668242843,684,94287.75194647584,3,0,1,115743.9668242843,Silver,0,1,76,1,0
1332,63.0,Female,Paris,115792.03242392007,691,194062.2798960535,1,3,1,115792.03242392007,Platinum,1,0,51,1,0
1333,41.0,Male,Paris,175313.17251162248,649,142462.50432965858,2,2,0,175313.17251162248,Gold,0,0,86,1,1
1334,67.0,Male,London,190518.94842752366,651,159410.83782741183,2,10,0,190518.94842752366,Gold,0,0,92,1,0
1335,47.0,Female,New York,51667.33646451995,574,123213.19957819898,2,3,0,51667.33646451995,Platinum,0,0,11,0,0
1336,39.0,Male,Madrid,43762.428588655865,458,10000000.0,3,5,0,43762.428588655865,Silver,0,1,23,1,0
1337,35.0,Female,Madrid,142847.06353484403,813,120497.91198071062,3,0,1,142847.06353484403,Platinum,0,1,23,0,0
1338,40.0,Female,London,130115.52817299456,572,,2,0,0,130115.52817299456,Silver,2,0,68,0,1
1339,39.0,Male,Paris,82230.06221676235,664,140398.91043057764,1,1,1,82230.06221676235,Silver,2,0,8,1,1
1340,47.0,Female,London,181195.6035554457,637,51242.97666757831,1,9,1,181195.6035554457,Platinum,0,1,96,1,0
1341,47.0,Male,London,117674.42748780387,721,136237.35473082136,3,9,1,117674.42748780387,Silver,0,1,34,1,0
1342,45.0,Female,New York,51173.31584835633,659,108352.93343886509,1,2,0,51173.31584835633,Silver,0,0,18,1,1
1343,51.0,Female,London,90103.1923650282,662,9645.648117543053,2,4,1,90103.1923650282,Gold,0,1,91,1,0
1344,62.0,Female,Frankfurt,178012.25794940183,439,104286.08433155465,2,8,1,178012.25794940183,Silver,1,1,56,0,1
1345,59.0,Male,New York,23352.73136871231,583,34689.10995554081,2,5,0,23352.73136871231,Silver,0,1,0,0,0
1346,22.0,Female,Paris,170828.58546973288,709,73250.11633069749,1,4,1,170828.58546973288,Platinum,0,1,48,1,0
1347,6.0,Male,Frankfurt,191296.10582946747,702,92040.46701225294,1,7,0,191296.10582946747,Silver,1,0,57,1,1
1348,59.0,Male,New York,85944.72506313013,573,24644.906557916387,2,0,1,85944.72506313013,Platinum,1,1,39,1,1
1349,24.0,Female,New York,71261.728158449,523,97312.94085468892,1,6,1,71261.728158449,Gold,2,1,91,1,1
1350,41.0,Male,Frankfurt,49838.35978671535,660,103423.40385352542,2,7,1,49838.35978671535,Gold,2,1,61,1,0
1351,27.0,Female,New York,27201.245933467486,417,137753.68658984426,2,8,0,27201.245933467486,Gold,3,1,74,1,0
1352,17.0,Male,New York,141771.66776276455,558,77311.73248578976,1,10,1,141771.66776276455,Silver,0,0,20,0,0
1353,53.0,Female,London,50772.08997269027,790,113723.75021597446,1,8,1,50772.08997269027,Silver,0,0,83,1,0
1354,56.0,Male,London,181071.39205588086,765,95229.36254430946,2,7,0,181071.39205588086,Platinum,1,1,6,1,0
1355,36.0,Male,Frankfurt,102035.65830884897,688,79086.46318991782,1,9,1,102035.65830884897,Silver,1,1,0,1,1
1356,6.0,Male,Paris,195124.33770950796,674,16471.13524298153,1,2,1,195124.33770950796,Silver,1,1,20,1,1
1357,36.0,Female,London,196369.74494652983,493,94419.9846335251,3,5,1,196369.74494652983,Platinum,1,1,6,1,0
1358,50.0,Male,London,164096.59287916683,590,137225.62487012515,2,4,0,164096.59287916683,Gold,1,0,15,1,0
1359,22.0,Female,Madrid,99155.6445985245,626,53314.16047074417,3,2,1,99155.6445985245,Platinum,1,1,53,1,1
1360,47.0,Male,New York,103226.0427906843,592,89110.80693508632,1,1,0,103226.0427906843,Platinum,1,0,62,1,1
1361,44.0,Male,New York,191103.6147731021,621,96475.63367861824,2,1,0,191103.6147731021,Gold,1,1,74,1,1
1362,53.0,Male,Madrid,150984.13344860807,753,155122.03158908818,1,9,1,150984.13344860807,Gold,0,0,51,1,0
1363,46.0,Male,Madrid,92118.77483991162,606,101505.39119280202,1,9,0,92118.77483991162,Silver,0,0,85,0,0
1364,30.0,Female,New York,175250.9414693036,622,114404.36876565455,4,9,1,175250.9414693036,Silver,1,1,13,1,0
1365,62.0,Female, new york ,68927.37359714092,709,99567.19764682303,1,3,0,68927.37359714092,Silver,0,0,1,1,1
1366,42.0,Male,London,188628.83290007903,536,75384.70875132616,1,8,1,188628.83290007903,Silver,1,1,19,1,0
1367,44.0,Female,New York,63647.763817864805,582,43276.304122124486,2,1,1,63647.763817864805,Gold,1,1,67,1,0
1368,31.0,Female,Paris,151944.10171921557,590,85746.39512976921,2,4,0,151944.10171921557,Gold,0,0,93,1,0
1369,38.0,Male,New York,136517.1756506906,654,119667.96522296034,3,7,1,136517.1756506906,Platinum,1,1,41,1,0
1370,31.0,Male,New York,125527.30916769197,622,106153.81839997886,1,9,1,125527.30916769197,Gold,0,1,27,1,0
1371,42.0,Female,London,104261.56628527016,624,173975.8464857077,1,10,1,104261.56628527016,Platinum,0,1,20,1,0
1372,70.0,Male,Madrid,120358.33725818973,596,147292.60183085897,1,1,1,120358.33725818973,Silver,0,1,11,1,0
1373,24.0,Male,London,144645.5453234044,564,162027.8950260738,2,6,0,144645.5453234044,Silver,0,1,96,1,0
1374,20.0,Male,London,134009.3701342157,698,0.0,1,5,1,134009.3701342157,Silver,0,1,54,0,0
1375,67.0,Female,Madrid,69780.1539711965,622,178966.71261919773,1,0,1,69780.1539711965,Silver,0,1,2,1,0
1376,41.0,Male,London,68904.4513250613,699,10000000.0,2,6,0,68904.4513250613,Gold,1,0,98,1,0
1377,34.0,Male,London,136842.203430756,561,120446.27312109005,2,9,1,136842.203430756,Gold,0,1,18,1,0
1378,60.0,Male,London,47442.22482508857,596,144801.36728305905,1,8,1,47442.22482508857,Silver,1,0,0,1,0
1379,35.0,Male,New York,195506.6386926855,632,101065.86542068132,3,0,1,195506.6386926855,Silver,1,1,96,1,0
1380,72.0,Male,London,172420.62795789124,639,46480.9726248341,1,1,0,172420.62795789124,Platinum,0,0,93,1,1
1381,55.0,Female,London,101542.68557156318,710,172370.38165648363,2,6,1,101542.68557156318,Silver,1,1,0,1,0
1382,37.0,Male,New York,114499.81053500134,615,61588.89699380565,3,0,1,114499.81053500134,Silver,0,1,3,1,0
1383,77.0,Female,New York,83767.89602060703,709,50714.13102587437,1,1,0,83767.89602060703,Platinum,1,0,3,1,1
1384,35.0,Male,London,47436.32451800605,679,88284.9542497081,1,2,0,47436.32451800605,Silver,1,0,74,1,1
1385,56.0,Female,London,126464.79161684832,641,80699.80327267325,1,1,0,126464.79161684832,Platinum,0,1,3,1,0
1386,49.0,Female,New York,197983.5292184082,573,100190.34171140629,2,1,1,197983.5292184082,Silver,0,1,15,1,0
1387,64.0,Male,New York,49328.622433187076,710,95089.586018057,1,1,1,49328.622433187076,Silver,0,1,80,1,0
1388,68.0,Female,Madrid,116500.44729985257,575,167356.48837846206,2,6,0,116500.44729985257,Gold,2,0,95,1,1
1389,45.0,Male,London,192831.73744117818,648,122966.12995261053,2,9,0,192831.73744117818,Platinum,1,1,84,0,0
1390,33.0,Female,New York,196816.4016438575,645,57110.15104335358,1,3,0,196816.4016438575,Gold,0,1,40,1,1
1391,51.0,Male,Paris,107466.42032628832,633,63974.78707712025,4,3,1,107466.42032628832,Gold,2,1,33,1,0
1392,34.0,Female,New York,33157.40279756217,618,80590.56761709595,2,7,1,33157.40279756217,Platinum,1,1,0,1,0
1393,75.0,Female,Paris,65003.705222952034,584,80789.9497614754,1,4,1,65003.705222952034,Gold,0,1,63,1,1
1394,47.0,Female,Paris,146675.4941097701,520,74262.79315932714,1,0,1,146675.4941097701,Silver,0,1,19,1,0
1395,39.0,Male,Paris,32541.157128287985,762,44912.899097820315,1,1,1,32541.157128287985,Gold,0,1,22,1,0
1396,47.0,Male,Paris,134809.257561535,610,114520.10687180763,2,9,0,134809.257561535,Platinum,0,0,71,1,0
1397,24.0,Female,New York,101072.00237119652,639,77219.77487305933,1,2,1,101072.00237119652,Silver,1,0,13,0,0
1398,30.0,Female,Paris,52524.36091178872,639,52409.92704774786,4,3,0,52524.36091178872,Silver,2,1,38,1,1
1399,63.0,Female,New York,37923.764208870496,737,124273.7597546345,1,8,1,37923.764208870496,Gold,2,1,46,1,1
1400,35.0,Male,London,142935.25271422253,804,142391.09993866453,1,9,1,142935.25271422253,Silver,0,1,72,1,0
1401,29.0,Female,Madrid,51695.118163213905,662,87718.1451099886,2,9,0,51695.118163213905,Silver,0,1,73,1,0
1402,53.0,Male,London,114090.51620880143,637,189074.3182259258,1,4,1,114090.51620880143,Platinum,0,1,39,1,0
1403,62.0,Female,Madrid,108744.5316058939,560,210776.0349515587,2,10,1,108744.5316058939,Gold,3,0,72,1,1
1404,55.0,Male,New York,141255.07059192465,534,124844.50766806377,1,10,0,141255.07059192465,Gold,1,1,45,1,0
1405,59.0,Male,London,97637.11066791411,508,76559.46404028244,4,5,0,97637.11066791411,Gold,1,0,35,1,1
1406,33.0,Female,New York,184772.6552661105,586,113447.67771883789,2,10,0,184772.6552661105,Silver,0,1,84,1,0
1407,23.0,Male,Paris,173437.12251890288,482,38777.84673763637,2,10,1,173437.12251890288,Silver,0,1,40,1,0
1408,67.0,Female,New York,167150.88062767018,736,56406.81962173358,1,2,1,167150.88062767018,Platinum,0,0,58,1,0
1409,40.0,Female,New York,69912.09749556723,683,15865.54307995498,2,1,0,69912.09749556723,Gold,2,1,15,1,1
1410,41.0,Male,New York,197290.757978173,629,68576.75087492674,1,1,1,197290.757978173,Silver,1,1,86,1,1
1411,64.0,Male,Paris,114349.03648283909,738,38373.987490438754,4,5,0,114349.03648283909,Gold,0,0,34,1,0
1412,53.0,Female,New York,195793.2352160468,564,131202.83659578435,1,5,1,195793.2352160468,Platinum,0,1,28,1,0
1413,51.0,Male,Frankfurt,171374.53513187534,584,62542.073720484565,1,6,1,171374.53513187534,Silver,1,1,59,1,0
1414,77.0,Female,New York,175686.02380081615,495,113831.064575829,3,8,1,175686.02380081615,Silver,0,1,82,1,0
1415,35.0,Female,New York,147043.556313031,711,,1,2,0,147043.556313031,Platinum,1,1,94,1,1
1416,58.0,Male,London,51288.6174489141,585,158567.1205754261,1,6,1,51288.6174489141,Gold,0,1,30,1,0
1417,45.0,Male,Madrid,192443.85918321816,651,82328.77293444847,2,6,0,192443.85918321816,Platinum,2,1,16,1,1
1418,49.0,Male,New York,92038.51121622644,730,115531.8749469897,3,7,0,92038.51121622644,Gold,0,0,25,1,0
1419,67.0,Female,New York,189844.7116352499,759,117125.07502817524,1,4,1,189844.7116352499,Gold,1,0,16,1,1
1420,52.0,Male,Frankfurt,177976.98662580206,647,163604.56907610907,3,2,0,177976.98662580206,Silver,0,1,59,0,0
1421,53.0,Male,London,168033.64321620448,680,139177.9039541973,1,10,1,168033.64321620448,Gold,0,1,74,1,0
1422,61.0,Female,Paris,21463.399214879206,577,165167.24943933554,2,10,1,21463.399214879206,Silver,0,0,76,1,0
1423,39.0,Female,New York,123792.49900886082,784,16767.427085969233,1,1,1,123792.49900886082,Silver,0,1,66,1,0
1424,32.0,Male,London,63921.34718111978,636,66786.44949640745,1,3,0,63921.34718111978,Silver,0,1,17,1,0
1425,29.0,Male,New York,178495.35201642328,656,151590.84171119635,2,7,1,178495.35201642328,Gold,0,1,52,1,0
1426,15.0,Female,London,146275.0048251467,617,129035.09184489126,1,4,0,146275.0048251467,Silver,1,1,59,1,1
1427,75.0,Female,Frankfurt,136766.12987775565,745,93747.7227138735,1,0,1,136766.12987775565,Silver,0,1,45,1,0
1428,28.0,Female,Frankfurt,182812.17946526158,665,76297.50583199938,1,2,1,182812.17946526158,Silver,0,0,53,0,1
1429,41.0,Female,London,73221.21885616855,710,139434.22723144648,2,4,1,73221.21885616855,Silver,1,0,92,1,0
1430,40.0,Female,Madrid,39416.426051783,678,1021.1464280438668,1,5,0,39416.426051783,Platinum,1,1,91,1,0
1431,49.0,Female,New York,74966.59427686711,632,139609.55926563672,1,1,1,74966.59427686711,Silver,1,1,62,1,0
1432,57.0,Female,New York,53030.63809696039,724,104534.41330204076,1,7,0,53030.63809696039,Platinum,1,1,25,1,1
1433,57.0,Female,Paris,65475.78476125993,677,75558.02412038675,1,6,0,65475.78476125993,Gold,0,1,34,1,1
1434,36.0,Female,Paris,121929.76948818173,573,125122.04509515726,2,6,1,121929.76948818173,Gold,0,1,55,1,0
1435,42.0,Male,New York,101965.53641798685,570,80697.54588574418,2,10,0,101965.53641798685,Gold,0,0,89,1,0
1436,49.0,Male,Paris,196577.14339883736,661,101450.9367362935,2,6,0,196577.14339883736,Gold,0,1,98,1,0
1437,41.0,Female,London,95325.67882128141,722,97687.7099554821,1,4,0,95325.67882128141,Silver,1,0,34,1,1
1438,69.0,Male,Paris,47324.48407734424,781,137226.4961991732,2,1,1,47324.48407734424,Silver,0,1,92,1,0
1439,52.0,Female,Frankfurt,177478.07267546898,507,107959.09105916315,1,7,0,177478.07267546898,Silver,2,1,4,1,1
1440,56.0,Male,Paris,69745.32617838058,652,4544.017444336248,3,2,0,69745.32617838058,Silver,1,0,92,1,0
1441,54.0,Female,New York,39413.489524850134,689,30395.309874838844,2,2,0,39413.489524850134,Gold,0,1,50,1,1
1442,62.0,Male,Paris,138590.70476764056,673,45791.68984005365,1,1,1,138590.70476764056,Silver,0,1,88,1,0
1443,47.0,Female,Paris,66142.53956725758,730,122827.23333892907,1,1,1,66142.53956725758,Silver,0,1,31,0,0
1444,25.0,Female,New York,22878.070742730582,702,127842.62107613773,2,1,0,22878.070742730582,Silver,0,1,82,1,0
1445,50.0,Male,London,139454.31803023763,571,183517.85923771022,2,5,0,139454.31803023763,Platinum,1,0,37,1,0
1446,35.0,Female,Madrid,33031.586527417094,568,49278.479451621904,1,7,0,33031.586527417094,Gold,0,1,24,1,0
1447,37.0,Male,New York,20406.132885151823,674,165462.64849439083,1,2,0,20406.132885151823,Silver,1,1,94,1,1
1448,53.0,Male,New York,142801.95860023279,729,3106.066751160979,2,5,1,142801.95860023279,Silver,1,1,24,0,1
1449,63.0,Male,New York,101570.00183352754,661,100887.89787455606,1,2,1,101570.00183352754,Gold,0,1,73,1,1
1450,45.0,Male,Paris,164798.06218578757,523,112260.1700022347,2,8,0,164798.06218578757,Platinum,0,1,84,1,0
1451,49.0,Female,Madrid,49575.90440321281,566,112079.51282847147,1,0,0,49575.90440321281,Gold,1,1,71,1,1
1452,70.0,Male,Paris,111927.0008339424,705,84520.22411214767,1,6,1,111927.0008339424,Platinum,0,1,39,1,0
1453,48.0,Female,London,40886.71652302747,622,105894.77959302244,1,7,1,40886.71652302747,Gold,1,1,69,1,1
1454,84.0,Male,Paris,93748.54491605933,659,38239.021468235056,2,8,0,93748.54491605933,Silver,0,0,70,1,1
1455,53.0,Female,Paris,84146.9384383769,735,,1,4,1,84146.9384383769,Gold,0,0,29,1,0
1456,18.0,Male,Paris,134876.62486550445,553,112489.52167267204,2,5,1,134876.62486550445,Gold,0,1,50,1,1
1457,56.0,Female,New York,132216.15284191904,616,118111.67067409345,2,4,0,132216.15284191904,Silver,0,0,23,1,1
1458,50.0,Female,Paris,66478.52680645247,608,86049.17692229596,2,9,1,66478.52680645247,Platinum,0,0,7,1,0
1459,64.0,Female,London,29122.640731014213,678,83601.0187625583,3,4,0,29122.640731014213,Silver,0,0,7,1,0
1460,55.0,Male,New York,38860.21578524586,711,126236.54470826339,2,10,1,38860.21578524586,Silver,3,1,59,1,0
1461,42.0,Female,London,184327.09639065905,531,179498.69249787042,2,10,0,184327.09639065905,Silver,1,1,30,1,0
1462,26.0,Male,Madrid,150783.2258453336,649,30318.445470038554,2,6,1,150783.2258453336,Silver,2,0,44,1,0
1463,41.0,Male,London,189634.49484219847,719,27796.49126030547,1,3,1,189634.49484219847,Platinum,1,1,62,1,1
1464,32.0,Male,Madrid,131190.78651253483,501,113310.26561944617,3,5,0,131190.78651253483,Silver,3,1,67,1,1
1465,36.0,Male,New York,178272.17884441785,644,83389.99568228415,2,3,1,178272.17884441785,Gold,2,0,99,1,0
1466,53.0,Male, paris ,159110.2895983389,552,106205.28858362469,2,1,1,159110.2895983389,Silver,1,0,1,1,1
1467,70.0,Female,New York,64055.61015564377,598,98810.53427003304,1,1,1,64055.61015564377,Gold,0,1,21,1,1
1468,50.0,Male,New York,154959.4893224945,449,131100.46839268468,2,3,1,154959.4893224945,Silver,1,0,84,1,0
1469,27.0,Male,Paris,129689.0037419559,761,85691.82848900279,1,10,0,129689.0037419559,Silver,0,1,34,1,0
1470,51.0,Male,Paris,50565.70726076509,621,39589.41050503661,1,4,1,50565.70726076509,Gold,0,1,38,1,0
1471,62.0,Female, frankfurt ,36940.37082963597,585,60507.30194540142,2,0,1,36940.37082963597,Silver,0,1,95,0,0
1472,35.0,Female,Paris,85999.27075014924,676,91977.41725527518,3,2,1,85999.27075014924,Silver,1,1,56,0,0
1473,42.0,Male,Paris,125425.5326589406,566,37251.476556430105,1,4,0,125425.5326589406,Silver,1,1,68,1,1
1474,45.0,Female,Madrid,120204.38244011294,559,98157.3046624508,1,7,1,120204.38244011294,Silver,0,0,64,1,1
1475,33.0,Female,London,106614.60164324127,770,103037.73278572508,1,3,1,106614.60164324127,Silver,1,0,30,1,0
1476,54.0,Male,New York,106183.74849948152,794,82109.82000644258,3,5,1,106183.74849948152,Gold,0,1,46,1,0
1477,43.0,Male,New York,22968.542993112813,602,110461.10668958971,2,3,0,22968.542993112813,Silver,2,1,89,1,1
1478,51.0,Female,London,23884.936175377785,735,19286.07095688449,2,4,0,23884.936175377785,Gold,1,0,89,1,0
1479,31.0,Female,Paris,93399.67698146014,678,,2,6,0,93399.67698146014,Platinum,0,1,86,1,0
1480,38.0,Male,New York,112731.4374240367,536,42865.05568481977,2,7,0,112731.4374240367,Silver,0,1,16,1,0
1481,55.0,Male,New York,141598.15801119446,575,143992.83689737116,1,9,0,141598.15801119446,Platinum,0,1,98,1,0
1482,39.0,Male,New York,139739.76843272208,774,215308.20012903173,1,9,0,139739.76843272208,Silver,0,1,82,1,1
1483,70.0,Female,Paris,197321.7103618177,535,55959.021001386274,2,7,1,197321.7103618177,Silver,0,1,66,1,0
1484,39.0,Female,New York,90523.77046744914,832,88237.88815162815,1,10,1,90523.77046744914,Silver,1,1,68,1,0
1485,48.0,Male,New York,42814.71959094723,604,65328.53786922594,1,6,0,42814.71959094723,Silver,0,0,92,1,1
1486,58.0,Male,Paris,74175.69594928029,776,111061.26204039718,2,3,0,74175.69594928029,Gold,0,0,58,0,1
1487,23.0,Female,Frankfurt,157979.83354359216,625,69579.56752899224,1,3,0,157979.83354359216,Silver,1,0,88,1,1
1488,18.0,Female,London,63894.447160963966,713,,1,1,0,63894.447160963966,Silver,0,0,91,1,1
1489,22.0,Female,Paris,167147.23645345133,761,133251.33083607935,1,8,1,167147.23645345133,Silver,0,1,28,0,1
1490,63.0,Female,New York,165090.1810673676,761,38808.75310546212,2,5,0,165090.1810673676,Platinum,0,1,42,1,0
1491,36.0,Female,Madrid,104457.95304931128,603,113575.71577624843,1,10,0,104457.95304931128,Silver,0,1,98,1,1
1492,83.0,Male,London,151412.98050160622,581,10297.198839047676,1,2,1,151412.98050160622,Gold,0,1,8,1,0
1493,36.0,Male,Madrid,164216.826267498,643,87173.30177797734,2,2,1,164216.826267498,Gold,0,0,9,0,0
1494,47.0,Male,Madrid,150736.27599903385,545,83815.97872596153,2,10,1,150736.27599903385,Silver,0,0,57,1,0
1495,68.0,Female,Frankfurt,76293.22990598097,669,88543.1474742454,1,10,0,76293.22990598097,Silver,0,0,79,1,0
1496,75.0,Male,New York,50579.48162995075,584,84396.97718043922,1,0,1,50579.48162995075,Silver,1,0,94,1,1
1497,75.0,Male,London,41462.4467382563,736,75253.64397168058,3,1,0,41462.4467382563,Gold,1,0,78,1,0
1498,63.0,Male,New York,193416.89670806285,604,86710.89108025574,1,4,1,193416.89670806285,Gold,0,0,82,1,0
1499,60.0,Male,Frankfurt,37007.02686485868,510,,2,8,0,37007.02686485868,Silver,0,1,19,1,0
1500,53.0,Female,Frankfurt,99356.62480360716,762,113312.86036938743,3,2,1,99356.62480360716,Silver,0,1,53,1,1
1501,56.0,Male,Madrid,38292.89460957853,664,105759.96723498162,1,6,1,38292.89460957853,Silver,0,1,80,1,0
1502,36.0,Male,Paris,163063.46364632426,652,71320.12881767622,1,5,0,163063.46364632426,Gold,0,1,18,1,1
1503,32.0,Female,London,119564.51942544852,737,154016.83241273914,1,10,0,119564.51942544852,Gold,1,1,98,1,0
1504,44.0,Male,London,51628.335761088834,719,176267.75418291002,1,2,1,51628.335761088834,Silver,0,1,35,1,0
1505,42.0,Female,London,192745.85162269202,589,35579.28424773741,1,10,1,192745.85162269202,Silver,3,1,52,1,1
1506,38.0,Female,London,172704.58529297763,614,108213.45779749601,2,3,0,172704.58529297763,Gold,0,1,57,1,0
1507,55.0,Female,Paris,42853.38014197961,560,76592.90337377538,2,10,0,42853.38014197961,Platinum,0,1,36,1,0
1508,59.0,Female, madrid ,166390.2817291358,532,146279.90264474996,3,10,1,166390.2817291358,Platinum,0,1,29,1,0
1509,46.0,Male,Paris,171995.43697687367,696,99370.2899395746,1,4,1,171995.43697687367,Silver,0,1,81,1,0
1510,67.0,Female,Frankfurt,158923.85062840974,681,102658.8973951568,2,1,1,158923.85062840974,Platinum,0,0,28,1,0
1511,27.0,Male,Frankfurt,83206.60745603628,710,124748.39116957219,1,7,0,83206.60745603628,Silver,0,0,88,1,0
1512,42.0,Male,London,66173.64462342614,752,85123.05207348721,1,6,1,66173.64462342614,Gold,1,1,72,1,0
1513,34.0,Male,London,114485.45935491151,711,183874.0538699,1,8,0,114485.45935491151,Silver,1,1,59,1,0
1514,17.0,Male,Paris,105364.53737224315,719,125486.98641582753,2,7,1,105364.53737224315,Platinum,0,1,35,0,0
1515,43.0,Female,London,125059.57458849472,483,146580.37474874148,3,6,0,125059.57458849472,Gold,0,0,98,1,0
1516,43.0,Male,New York,95237.8331864211,625,,2,8,1,95237.8331864211,Platinum,0,1,53,1,0
1517,67.0,Female,London,57934.04196164361,727,93857.21692070315,1,9,1,57934.04196164361,Gold,0,1,32,1,0
1518,54.0,Male,Madrid,122638.03391591042,556,140581.24297820023,1,4,1,122638.03391591042,Silver,1,0,67,1,0
1519,29.0,Male,New York,116764.99033158246,657,135559.1134129793,1,2,1,116764.99033158246,Silver,4,1,49,1,1
1520,72.0,Female,Paris,183512.64793838956,691,37566.57338336865,1,5,0,183512.64793838956,Silver,0,1,24,1,0
1521,63.0,Male,Frankfurt,134339.18268370372,685,106381.62982414095,1,8,1,134339.18268370372,Gold,1,1,38,1,1
1522,53.0,Female,Paris,158507.08998281942,679,123691.89727832132,1,5,0,158507.08998281942,Silver,0,1,8,1,1
1523,41.0,Male,Paris,96889.10234088762,697,93484.96875016514,1,2,0,96889.10234088762,Silver,0,1,1,1,1
1524,30.0,Male,Paris,168038.2989213435,664,118946.3782841663,1,1,1,168038.2989213435,Silver,1,0,39,1,0
1525,39.0,Male,London,75740.58127431429,532,95600.28760771522,1,4,0,75740.58127431429,Silver,0,1,24,1,0
1526,61.0,Female,New York,196022.58272347716,690,0.0,2,7,1,196022.58272347716,Platinum,0,1,37,0,0
1527,73.0,Male,Madrid,166823.24649533918,672,34455.42800139169,2,7,1,166823.24649533918,Silver,0,1,77,1,0
1528,68.0,Male,London,20786.98065763827,534,148749.22170964093,3,0,0,20786.98065763827,Silver,1,0,82,1,0
1529,37.0,Male,Paris,167228.39409677676,760,87780.98747888343,1,2,0,167228.39409677676,Silver,1,1,24,1,1
1530,28.0,Female,London,116846.48342522093,692,109484.54976212158,1,10,0,116846.48342522093,Gold,0,0,48,1,1
1531,47.0,Female,New York,124408.88815308764,539,99817.15985044016,1,10,1,124408.88815308764,Silver,0,1,62,1,0
1532,18.0,Female,Madrid,199699.21605823052,584,58735.08505856805,1,4,0,199699.21605823052,Platinum,1,0,56,1,0
1533,49.0,Male,Frankfurt,149164.70338594945,604,76646.07640884708,2,0,1,149164.70338594945,Gold,0,1,65,1,0
1534,42.0,Female,New York,43454.077966545156,604,116447.47384190836,1,5,0,43454.077966545156,Silver,0,1,73,1,0
1535,38.0,Female,Madrid,155731.2824423748,673,121549.80678485899,2,3,1,155731.2824423748,Platinum,0,0,2,1,0
1536,-5.0,Female,Paris,55912.1620748165,571,209420.4735240158,2,8,1,55912.1620748165,Silver,1,1,26,1,1
1537,52.0,Female,London,188288.54934922265,740,76112.89106111939,2,1,1,188288.54934922265,Silver,0,0,29,1,0
1538,37.0,Female,Paris,67474.27891925414,733,183531.95791629457,2,9,0,67474.27891925414,Platinum,2,0,98,1,0
1539,27.0,Male,New York,103113.86682177689,699,56979.25585497318,2,4,0,103113.86682177689,Silver,0,1,17,1,0
1540,1.0,Female,Paris,166307.26576200782,653,124430.00968726791,2,4,1,166307.26576200782,Gold,0,0,57,1,0
1541,44.0,Female,New York,193560.98856375442,724,108893.63097659174,2,5,1,193560.98856375442,Platinum,1,1,26,1,0
1542,71.0,Male,London,48279.64569566309,627,93706.72244124071,2,4,0,48279.64569566309,Silver,0,1,60,1,0
1543,,Male,Paris,32427.61329987676,592,99717.0774068647,1,9,1,32427.61329987676,Silver,3,1,62,1,1
1544,38.0,Female,Frankfurt,162213.76251842498,745,68869.25040470548,1,9,0,162213.76251842498,Platinum,0,0,82,1,0
1545,35.0,Male,Paris,175291.93332822266,675,145195.2277731923,1,8,1,175291.93332822266,Gold,0,1,57,1,1
1546,52.0,Female,New York,128370.88529853501,595,57869.24797055458,1,0,1,128370.88529853501,Gold,0,0,16,1,0
1547,30.0,Male,Frankfurt,50753.74348188471,616,115876.29601574471,2,7,1,50753.74348188471,Silver,0,1,3,1,0
1548,49.0,Male,Paris,48291.922506347284,591,137792.916678869,1,5,0,48291.922506347284,Gold,1,1,99,1,1
1549,56.0,Male,Paris,102907.19696416112,811,169210.15466938593,1,10,0,102907.19696416112,Gold,1,0,20,1,0
1550,63.0,Male,New York,54902.139766925284,650,148588.47344489885,1,8,1,54902.139766925284,Silver,1,1,57,1,1
1551,43.0,Male,Frankfurt,82425.1599026018,662,128621.4723198862,2,9,0,82425.1599026018,Platinum,1,1,10,1,0
1552,41.0,Male,Madrid,162976.71253893763,707,68113.40184250035,1,6,1,162976.71253893763,Silver,0,1,79,1,0
1553,31.0,Female,Frankfurt,39036.63994912064,552,60711.24238467927,1,2,1,39036.63994912064,Silver,1,1,17,1,1
1554,32.0,Female,Madrid,74663.31746738186,737,43071.05574351601,2,7,1,74663.31746738186,Silver,0,1,16,1,0
1555,41.0,Male,London,91390.22416985144,601,38286.721528662725,2,9,0,91390.22416985144,Silver,0,1,13,0,0
